Fecha,Cierre,Open,High,Low,Vol.,Change %
21/08/25,38.079,37.89,39.09,37.675,72.11K,0.81%
20/08/25,37.773,37.335,38.19,37.52,46.54K,1.18%
19/08/25,37.332,38.075,37.915,36.96,53.94K,-1.83%
18/08/25,38.029,38.04,38.2,37.24,50.87K,-0.11%
14/08/25,38.069,38.58,38.12,37.725,34.91K,-1.38%
13/08/25,38.602,37.935,38.78,37.86,54.76K,1.58%
12/08/25,38.002,37.63,38.71,37.875,55.85K,0.57%
11/08/25,37.787,38.54,38.09,37.515,67.39K,-1.32%
07/08/25,38.294,37.935,38.875,38.18,79.67K,1.03%
06/08/25,37.902,37.825,38.76,37.935,90.13K,0.21%
05/08/25,37.823,37.445,38.02,37.62,41.79K,1.33%
04/08/25,37.328,37.09,37.94,37.325,51.39K,1.68%
31/07/25,36.712,37.16,37.24,36.4,66.42K,-2.72%
30/07/25,37.739,38.4,37.285,36.28,68.24K,-0.95%
29/07/25,38.101,38.145,38.42,36.805,72.76K,0.15%
28/07/25,38.043,38.135,38.49,38.035,42.86K,-3.01%
24/07/25,39.224,39.53,39.52,38.1,68.80K,-0.71%
23/07/25,39.503,39.645,39.66,38.93,50.60K,-0.13%
22/07/25,39.555,39.25,39.91,39.335,64.35K,0.56%
21/07/25,39.334,38.42,39.72,39.025,58.28K,2.69%
17/07/25,38.303,38.145,38.825,38.375,42.30K,0.48%
16/07/25,38.119,37.985,38.46,37.685,44.73K,0.02%
15/07/25,38.11,38.4,38.38,37.75,56.45K,-1.63%
14/07/25,38.742,39.13,38.74,37.895,56.77K,3.85%
10/07/25,37.305,36.6,39.225,37.51,101.61K,1.84%
09/07/25,36.63,36.935,37.69,36.575,83.25K,-0.32%
08/07/25,36.749,36.955,36.95,36.49,46.79K,-0.42%
07/07/25,36.904,37.15,37.095,36.445,55.06K,-0.49%
03/07/25,37.084,36.79,37.435,36.325,68.85K,0.97%
02/07/25,36.727,36.245,37.315,36.57,55.65K,0.91%
01/07/25,36.397,36.325,36.815,36.055,41.29K,0.62%
30/06/25,36.172,36.15,36.875,36.055,54.05K,-1.59%
26/06/25,36.757,36.395,36.975,35.95,67.93K,1.86%
25/06/25,36.085,36.085,36.77,36.14,43.12K,1.08%
24/06/25,35.701,35.83,36.275,35.63,48.36K,-1.25%
23/06/25,36.153,36.16,36.165,35.195,76.74K,-2.06%
18/06/25,36.913,37.205,36.82,35.515,95.42K,-0.64%
17/06/25,37.151,36.37,37.405,36.54,60.67K,1.93%
16/06/25,36.448,36.45,37.33,36.17,80.27K,0.42%
12/06/25,36.295,36.36,36.77,36.04,58.85K,0.09%
11/06/25,36.261,36.675,36.585,35.58,75.67K,-1.04%
10/06/25,36.642,36.895,36.79,36.15,77.36K,-0.42%
09/06/25,36.796,36.165,36.975,36.425,66.39K,2.77%
05/06/25,35.805,34.65,36.51,35.755,85.16K,3.34%
04/06/25,34.648,34.68,36.27,34.6,113.63K,0.04%
03/06/25,34.633,34.92,34.825,34.355,50.00K,-0.18%
02/06/25,34.694,33.13,34.935,34.165,75.48K,3.80%
29/05/25,33.423,33.11,33.47,32.865,41.47K,0.79%
28/05/25,33.16,33.38,33.655,32.8,50.05K,-0.45%
27/05/25,33.311,33.61,33.58,33.035,41.20K,-0.85%
25/05/25,33.595,33.618,33.745,32.88,60.14K,1.13%
22/05/25,33.219,33.585,33.695,33.02,46.29K,-1.27%
21/05/25,33.646,33.275,33.915,32.74,66.34K,1.42%
20/05/25,33.174,32.5,33.78,33.125,59.59K,2.05%
19/05/25,32.507,32.55,33.305,32.235,50.29K,-0.53%
15/05/25,32.68,32.395,32.865,31.98,40.94K,0.73%
14/05/25,32.444,33.085,32.82,31.78,45.07K,-1.98%
13/05/25,33.1,32.8,33.15,32.255,47.79K,1.46%
12/05/25,32.624,32.6,33.435,32.68,48.17K,0.02%
08/05/25,32.617,32.575,33.04,32.36,32.46K,-0.53%
07/05/25,32.791,33.47,33.095,32.37,48.49K,-1.77%
06/05/25,33.381,32.695,33.48,32.415,49.63K,2.79%
05/05/25,32.474,32.25,33.47,32.625,54.72K,0.02%
01/05/25,32.469,32.81,32.975,32.12,40.59K,-1.09%
30/04/25,32.828,33.195,32.865,31.86,43.16K,-2.23%
29/04/25,33.577,33.4,33.345,32.385,53.71K,1.24%
28/04/25,33.165,33.205,33.835,33.1,52.76K,-1.01%
24/04/25,33.503,33.565,33.69,32.715,53.15K,-0.13%
23/04/25,33.547,32.45,33.67,33.135,53.16K,1.95%
22/04/25,32.905,32.64,33.675,32.05,87.82K,1.18%
21/04/25,32.521,32.44,33.17,32.255,91.54K,-1.39%
16/04/25,32.98,32.305,32.925,32.11,50.11K,2.11%
15/04/25,32.297,32.28,33.175,32.255,63.04K,0.40%
14/04/25,32.167,32.195,32.425,32.07,38.57K,4.58%
10/04/25,30.759,30.99,32.21,30.865,92.34K,1.13%
09/04/25,30.415,29.78,31.245,30.51,80.27K,2.46%
08/04/25,29.686,30.09,31.065,29.255,96.91K,0.28%
07/04/25,29.604,29.23,30.52,29.56,76.83K,-7.40%
03/04/25,31.97,34.95,32.045,29.115,126.20K,-7.73%
02/04/25,34.65,34.375,34.95,31.73,155.00K,0.99%
01/04/25,34.309,34.77,35.155,34.29,63.07K,-0.87%
31/03/25,34.611,34.825,34.96,34.16,54.48K,-0.84%
27/03/25,34.905,34.05,35.495,34.645,68.62K,2.50%
26/03/25,34.054,34.075,35.405,34.125,79.60K,0.09%
25/03/25,34.023,33.3,34.5,34.065,44.01K,1.71%
24/03/25,33.45,33.54,34.365,33.43,46.64K,-1.59%
20/03/25,33.991,34.425,34.135,33.165,53.51K,-0.63%
19/03/25,34.205,34.64,34.595,33.615,50.53K,-1.76%
18/03/25,34.818,34.38,34.79,34.11,50.63K,1.49%
17/03/25,34.308,34.41,35,34.325,57.45K,0.01%
13/03/25,34.306,33.725,34.86,34.14,60.18K,1.67%
12/03/25,33.743,33.375,34.68,33.435,74.49K,1.80%
11/03/25,33.147,32.46,33.815,33.18,57.66K,1.90%
10/03/25,32.53,32.945,33.445,32.215,57.93K,-2.42%
06/03/25,33.338,33.235,33.31,32.56,59.37K,0.62%
05/03/25,33.134,32.56,33.38,32.86,51.41K,2.33%
04/03/25,32.381,32.265,33.31,32.395,65.24K,0.22%
03/03/25,32.31,31.715,32.66,32.03,50.89K,0.62%
27/02/25,32.11,32.535,31.93,31.365,54.60K,-0.95%
26/02/25,32.419,32.27,32.595,31.765,63.24K,1.39%
25/02/25,31.976,32.89,32.3,31.79,36.52K,-2.40%
24/02/25,32.763,33.045,32.79,31.6,72.76K,-2.16%
20/02/25,33.486,33.15,33.54,32.81,63.37K,1.34%
19/02/25,33.043,33.42,33.785,33.085,56.84K,-0.99%
18/02/25,33.373,32.68,33.64,32.885,53.73K,1.98%
13/02/25,32.726,32.71,34.24,32.585,107.87K,-0.18%
12/02/25,32.785,32.255,33.045,32.455,56.02K,1.43%
11/02/25,32.322,32.495,32.87,31.875,65.37K,-0.52%
10/02/25,32.491,32.18,32.66,31.65,67.81K,-0.41%
06/02/25,32.626,32.755,33.165,32.175,79.69K,-1.06%
05/02/25,32.976,32.87,32.915,32.15,53.86K,-0.14%
04/02/25,33.022,32.54,33.215,32.63,67.88K,1.52%
03/02/25,32.526,32.46,33.195,32.225,61.87K,0.10%
30/01/25,32.493,31.58,32.92,32.115,65.34K,3.93%
29/01/25,31.264,30.78,32.815,31.56,68.27K,1.66%
28/01/25,30.755,30.44,31.765,30.755,60.92K,1.56%
27/01/25,30.283,30.615,30.96,30.235,38.93K,-1.40%
23/01/25,30.712,31.18,31.685,30.825,49.24K,-2.25%
22/01/25,31.42,31.555,31.395,30.465,66.71K,-0.24%
21/01/25,31.496,31.085,31.71,31.115,41.70K,-0.72%
16/01/25,31.725,31.6,31.64,30.91,49.19K,0.62%
15/01/25,31.531,30.545,31.985,31.535,48.24K,3.89%
14/01/25,30.351,30.305,31.65,30.37,51.15K,0.14%
13/01/25,30.309,31.305,30.58,30.115,41.98K,-2.28%
09/01/25,31.015,30.73,31.84,30.7,65.41K,1.06%
08/01/25,30.69,30.655,31.27,30.65,39.72K,0.01%
07/01/25,30.686,30.485,31.045,30.455,44.22K,0.34%
06/01/25,30.583,30.095,31.025,30.41,48.06K,2.28%
02/01/25,29.9,29.31,30.38,29.935,32.80K,1.66%
30/12/24,29.412,29.98,29.48,29.2,27.41K,-2.72%
26/12/24,30.234,30.19,30.465,29.89,29.44K,0.58%
23/12/24,30.06,30.04,30.37,30.11,16.98K,2.66%
19/12/24,29.282,29.665,30.235,29.195,58.03K,-4.34%
18/12/24,30.61,30.73,30.14,29.145,67.60K,-0.60%
17/12/24,30.796,30.91,31.045,29.755,49.41K,-0.42%
16/12/24,30.927,30.88,31.11,30.615,39.63K,-1.76%
12/12/24,31.482,32.88,31.63,30.755,61.92K,-4.09%
11/12/24,32.823,32.54,33.33,31.495,93.75K,0.65%
10/12/24,32.612,32.46,33.14,32.41,78.14K,0.40%
09/12/24,32.481,31.46,32.795,32.305,61.73K,3.42%
05/12/24,31.406,31.815,31.935,31.32,61.55K,-1.20%
04/12/24,31.786,31.36,31.95,31.505,50.78K,1.35%
03/12/24,31.363,30.925,32.07,31.065,75.75K,2.02%
02/12/24,30.742,30.785,31.57,30.92,54.34K,0.94%
27/11/24,30.455,30.93,31.375,30.095,72.02K,-0.37%
26/11/24,30.567,30.51,31.185,30.435,58.51K,0.56%
25/11/24,30.396,31.7,30.74,30.025,55.22K,-2.26%
21/11/24,31.099,31.11,31.47,30.805,62.70K,-0.19%
20/11/24,31.159,31.465,31.38,30.715,62.74K,-0.82%
19/11/24,31.417,31.415,31.42,30.86,56.01K,0.12%
18/11/24,31.379,30.53,31.615,31.125,60.77K,2.13%
14/11/24,30.724,30.54,30.9,30.26,56.03K,-0.30%
13/11/24,30.817,31.16,30.74,29.75,77.00K,-0.32%
12/11/24,30.915,30.935,31.255,30.385,71.74K,0.48%
11/11/24,30.768,31.575,30.93,30.28,73.67K,-3.89%
07/11/24,32.013,31.44,32.17,31.3,73.37K,1.68%
06/11/24,31.485,32.935,32.265,30.96,79.34K,-4.40%
05/11/24,32.934,32.735,32.85,30.94,123.53K,0.52%
04/11/24,32.765,32.72,33.055,32.355,50.45K,-0.57%
31/10/24,32.953,34.01,33.25,32.46,68.25K,-3.74%
30/10/24,34.234,34.74,34.04,32.64,95.03K,-0.60%
29/10/24,34.441,33.845,34.69,33.565,73.11K,1.29%
28/10/24,34.001,33.83,34.725,33.765,75.73K,0.61%
24/10/24,33.795,33.875,34.195,33.26,69.50K,-0.13%
23/10/24,33.839,35.055,34.48,33.42,79.66K,-3.43%
22/10/24,35.041,34.01,35.07,33.61,100.74K,2.83%
21/10/24,34.078,33.9,35.07,33.97,86.07K,7.25%
17/10/24,31.774,31.905,33.97,31.855,104.14K,-0.63%
16/10/24,31.974,31.685,32.22,31.485,62.55K,0.69%
15/10/24,31.756,31.4,32.385,31.6,50.22K,1.41%
14/10/24,31.316,31.73,31.89,30.95,53.23K,0.24%
10/10/24,31.24,30.71,31.845,31.26,44.08K,1.86%
09/10/24,30.67,30.86,31.4,30.57,55.40K,0.23%
08/10/24,30.6,31.945,31.005,30.435,52.15K,-4.39%
07/10/24,32.004,32.45,32.02,30.345,96.75K,-1.42%
03/10/24,32.464,32.1,33.225,31.755,86.41K,1.70%
02/10/24,31.92,31.705,32.485,31.65,56.40K,0.56%
01/10/24,31.742,31.42,32.59,31.26,71.06K,0.90%
30/09/24,31.458,31.945,32.145,31.38,61.99K,-2.29%
26/09/24,32.195,32.04,32.59,31.635,75.15K,1.02%
25/09/24,31.87,32.33,33.02,32.035,94.20K,-1.27%
24/09/24,32.28,30.9,32.61,31.87,85.61K,4.33%
23/09/24,30.94,30.915,32.6,30.96,115.08K,-1.09%
19/09/24,31.281,30.355,31.755,31.04,76.17K,2.42%
18/09/24,30.542,30.67,31.625,30.22,77.05K,-0.95%
17/09/24,30.834,30.955,31.585,30.035,85.43K,-0.50%
16/09/24,30.99,31.1,31.35,30.86,48.35K,3.41%
12/09/24,29.967,29.04,31.28,30.19,84.16K,4.08%
11/09/24,28.793,28.88,30.25,28.85,80.35K,1.08%
10/09/24,28.484,28.5,29.215,28.39,69.78K,-0.13%
09/09/24,28.521,27.96,28.89,28.36,47.04K,-1.52%
05/09/24,28.96,28.47,29.47,28.01,89.00K,1.90%
04/09/24,28.421,28.05,29.55,28.535,64.09K,0.76%
03/09/24,28.208,28.65,28.715,28.11,46.98K,-3.56%
01/09/24,29.25,29.188,29.35,28.055,91.64K,-1.93%
29/08/24,29.827,29.56,30,29.08,60.31K,1.66%
28/08/24,29.34,30.14,30.085,29.54,70.38K,-2.61%
27/08/24,30.125,30.055,30.1,29.08,42.40K,-0.10%
26/08/24,30.155,30.03,30.11,29.7,50.31K,3.32%
22/08/24,29.185,29.73,29.915,28.945,72.56K,-1.65%
21/08/24,29.676,29.525,29.7,28.795,76.46K,0.06%
20/08/24,29.659,29.61,29.77,29.23,51.59K,0.74%
19/08/24,29.44,29.22,30.035,29.255,75.64K,3.12%
15/08/24,28.548,27.81,29.095,28.085,62.56K,3.93%
14/08/24,27.469,28.055,28.58,27.525,87.14K,-1.60%
13/08/24,27.916,28,28.175,27.23,65.28K,-0.77%
12/08/24,28.134,27.63,28.135,27.51,57.95K,1.45%
08/08/24,27.733,27.025,27.84,27.325,61.40K,2.45%
07/08/24,27.069,27.15,27.69,26.505,71.71K,-0.99%
06/08/24,27.341,27.55,27.365,26.665,65.06K,0.01%
05/08/24,27.338,28.72,27.67,26.7,64.12K,-4.44%
01/08/24,28.607,29.07,29.355,28.06,100.39K,-1.60%
31/07/24,29.073,28.965,29.29,28.335,78.38K,1.35%
30/07/24,28.685,28.435,29.185,28.39,62.49K,2.94%
29/07/24,27.866,28.06,28.56,27.765,54.37K,-0.39%
25/07/24,27.975,29.075,28.22,27.75,61.46K,-4.57%
24/07/24,29.316,29.42,29.08,27.555,117.21K,-0.05%
23/07/24,29.331,29.315,29.63,29.065,54.91K,0.03%
22/07/24,29.321,29.425,29.48,28.825,54.42K,-2.99%
18/07/24,30.224,30.505,30.03,29.06,78.42K,-0.50%
17/07/24,30.377,31.495,30.8,29.94,71.73K,-3.44%
16/07/24,31.458,30.93,31.655,30.255,97.92K,1.69%
15/07/24,30.936,31.1,31.635,30.72,69.79K,-2.32%
11/07/24,31.671,31.07,31.725,30.62,72.45K,2.12%
10/07/24,31.014,31.085,32.015,31.07,79.92K,-0.14%
09/07/24,31.056,31.02,31.445,30.915,50.63K,0.46%
08/07/24,30.913,31.475,31.435,30.785,54.92K,0.23%
03/07/24,30.842,29.815,31.79,30.45,100.15K,3.99%
02/07/24,29.658,29.765,30.975,29.77,75.32K,0.15%
01/07/24,29.613,29.445,30.125,29.49,52.27K,1.22%
27/06/24,29.256,29.08,29.955,29.07,51.91K,0.57%
26/06/24,29.091,29.145,29.575,28.99,63.25K,0.22%
25/06/24,29.028,29.735,29.095,28.58,52.02K,-2.21%
24/06/24,29.685,29.75,29.69,28.855,81.09K,-4.18%
20/06/24,30.981,29.74,30.905,29.505,104.47K,4.25%
18/06/24,29.717,29.72,30.845,29.41,130.79K,0.58%
17/06/24,29.545,29.71,29.76,28.985,71.78K,1.13%
13/06/24,29.216,29.86,29.65,28.905,76.88K,-3.96%
12/06/24,30.422,29.63,29.83,28.73,116.61K,3.53%
11/06/24,29.386,29.515,30.355,29.28,109.79K,-2.14%
10/06/24,30.03,29.455,29.985,29.135,85.65K,-4.76%
06/06/24,31.532,30.615,31.67,29.22,139.79K,4.31%
05/06/24,30.229,29.96,31.47,30.065,95.06K,1.54%
04/06/24,29.772,31.07,30.185,29.525,69.64K,-3.78%
03/06/24,30.942,30.765,31.04,29.505,110.38K,-2.33%
30/05/24,31.68,32.5,31.945,30.345,112.55K,-2.14%
29/05/24,32.373,32.31,32.28,31.18,98.38K,0.73%
28/05/24,32.137,30.565,32.515,31.78,87.06K,4.63%
26/05/24,30.715,30.545,32.45,30.555,142.58K,0.85%
23/05/24,30.455,31.015,30.835,30.235,55.07K,-3.31%
22/05/24,31.496,32.225,31.185,30.265,107.27K,-1.81%
21/05/24,32.078,32.055,32.44,30.965,93.21K,-1.07%
20/05/24,32.426,31.85,32.72,31.28,112.62K,8.54%
16/05/24,29.876,29.9,31.85,29.7,132.93K,0.49%
15/05/24,29.729,28.855,30.105,29.555,91.44K,3.58%
14/05/24,28.702,28.42,29.99,28.675,117.42K,0.91%
13/05/24,28.443,28.42,28.985,28.31,70.50K,0.27%
09/05/24,28.365,27.56,29,28.27,77.59K,2.77%
08/05/24,27.601,27.475,28.58,27.515,79.43K,0.21%
07/05/24,27.544,27.715,27.725,27.24,51.14K,-0.25%
06/05/24,27.614,26.81,27.77,27.39,47.44K,2.93%
02/05/24,26.829,26.905,27.14,26.345,65.99K,0.30%
01/05/24,26.748,26.55,27.065,26.255,63.28K,0.35%
30/04/24,26.654,27.455,27.25,26.52,64.62K,-3.64%
29/04/24,27.66,27.5,27.455,26.515,87.80K,0.57%
25/04/24,27.502,27.385,27.745,27.09,68.25K,0.02%
24/04/24,27.496,27.45,27.61,27,83.80K,-0.05%
23/04/24,27.511,27.42,27.525,27.06,70.17K,0.42%
22/04/24,27.397,28.78,27.42,26.715,107.52K,-3.98%
